1.2633181597604256e+01,-3.4928681877231935e+00,5.3537257714844322e-01,2.9813162357768491e-01,-9.1607827815621456e-01,4.9646722871825533e-01,-6.3197462030132034e-01,2.5593031833106035e+00,2.8211297006111979e-01,1.8743548842948059e+00,-5.0436819194803029e+00,2.2097833941371401e+00,5.6753613648284351e-03,3.3408643874663285e-01,-8.0894883556606700e-01,7.6572865993905936e-01,3.5946342088235008e+00,-8.5316612757520649e-01,-2.8184741188443269e-01,-1.3352105879339526e+00,8.9755512113116875e-01,-2.7817540254230808e+00,-2.2608353198913704e+00,5.2603233908814611e+00,-1.4609640440178133e+00,-1.5067578996764930e-01,-1.8330766719496399e+00,-2.2833449924169527e+00,8.3154501148054716e-01,-1.0444225189642118e+00
-3.4928681877231935e+00,1.2633181597604256e+01,-3.4928681877231935e+00,5.3537257714844322e-01,2.9813162357768491e-01,-9.1607827815621456e-01,4.9646722871825533e-01,-6.3197462030132034e-01,2.5593031833106035e+00,2.8211297006111979e-01,1.8743548842948059e+00,-5.0436819194803029e+00,2.2097833941371401e+00,5.6753613648284351e-03,3.3408643874663285e-01,-8.0894883556606700e-01,7.6572865993905936e-01,3.5946342088235008e+00,-8.5316612757520649e-01,-2.8184741188443269e-01,-1.3352105879339526e+00,8.9755512113116875e-01,-2.7817540254230808e+00,-2.2608353198913704e+00,5.2603233908814611e+00,-1.4609640440178133e+00,-1.5067578996764930e-01,-1.8330766719496399e+00,-2.2833449924169527e+00,8.3154501148054716e-01
5.3537257714844322e-01,-3.4928681877231935e+00,1.2633181597604256e+01,-3.4928681877231935e+00,5.3537257714844322e-01,2.9813162357768491e-01,-9.1607827815621456e-01,4.9646722871825533e-01,-6.3197462030132034e-01,2.5593031833106035e+00,2.8211297006111979e-01,1.8743548842948059e+00,-5.0436819194803029e+00,2.2097833941371401e+00,5.6753613648284351e-03,3.3408643874663285e-01,-8.0894883556606700e-01,7.6572865993905936e-01,3.5946342088235008e+00,-8.5316612757520649e-01,-2.8184741188443269e-01,-1.3352105879339526e+00,8.9755512113116875e-01,-2.7817540254230808e+00,-2.2608353198913704e+00,5.2603233908814611e+00,-1.4609640440178133e+00,-1.5067578996764930e-01,-1.8330766719496399e+00,-2.2833449924169527e+00
2.9813162357768491e-01,5.3537257714844322e-01,-3.4928681877231935e+00,1.2633181597604256e+01,-3.4928681877231935e+00,5.3537257714844322e-01,2.9813162357768491e-01,-9.1607827815621456e-01,4.9646722871825533e-01,-6.3197462030132034e-01,2.5593031833106035e+00,2.8211297006111979e-01,1.8743548842948059e+00,-5.0436819194803029e+00,2.2097833941371401e+00,5.6753613648284351e-03,3.3408643874663285e-01,-8.0894883556606700e-01,7.6572865993905936e-01,3.5946342088235008e+00,-8.5316612757520649e-01,-2.8184741188443269e-01,-1.3352105879339526e+00,8.9755512113116875e-01,-2.7817540254230808e+00,-2.2608353198913704e+00,5.2603233908814611e+00,-1.4609640440178133e+00,-1.5067578996764930e-01,-1.8330766719496399e+00
-9.1607827815621456e-01,2.9813162357768491e-01,5.3537257714844322e-01,-3.4928681877231935e+00,1.2633181597604256e+01,-3.4928681877231935e+00,5.3537257714844322e-01,2.9813162357768491e-01,-9.1607827815621456e-01,4.9646722871825533e-01,-6.3197462030132034e-01,2.5593031833106035e+00,2.8211297006111979e-01,1.8743548842948059e+00,-5.0436819194803029e+00,2.2097833941371401e+00,5.6753613648284351e-03,3.3408643874663285e-01,-8.0894883556606700e-01,7.6572865993905936e-01,3.5946342088235008e+00,-8.5316612757520649e-01,-2.8184741188443269e-01,-1.3352105879339526e+00,8.9755512113116875e-01,-2.7817540254230808e+00,-2.2608353198913704e+00,5.2603233908814611e+00,-1.4609640440178133e+00,-1.5067578996764930e-01
4.9646722871825533e-01,-9.1607827815621456e-01,2.9813162357768491e-01,5.3537257714844322e-01,-3.4928681877231935e+00,1.2633181597604256e+01,-3.4928681877231935e+00,5.3537257714844322e-01,2.9813162357768491e-01,-9.1607827815621456e-01,4.9646722871825533e-01,-6.3197462030132034e-01,2.5593031833106035e+00,2.8211297006111979e-01,1.8743548842948059e+00,-5.0436819194803029e+00,2.2097833941371401e+00,5.6753613648284351e-03,3.3408643874663285e-01,-8.0894883556606700e-01,7.6572865993905936e-01,3.5946342088235008e+00,-8.5316612757520649e-01,-2.8184741188443269e-01,-1.3352105879339526e+00,8.9755512113116875e-01,-2.7817540254230808e+00,-2.2608353198913704e+00,5.2603233908814611e+00,-1.4609640440178133e+00
-6.3197462030132034e-01,4.9646722871825533e-01,-9.1607827815621456e-01,2.9813162357768491e-01,5.3537257714844322e-01,-3.4928681877231935e+00,1.2633181597604256e+01,-3.4928681877231935e+00,5.3537257714844322e-01,2.9813162357768491e-01,-9.1607827815621456e-01,4.9646722871825533e-01,-6.3197462030132034e-01,2.5593031833106035e+00,2.8211297006111979e-01,1.8743548842948059e+00,-5.0436819194803029e+00,2.2097833941371401e+00,5.6753613648284351e-03,3.3408643874663285e-01,-8.0894883556606700e-01,7.6572865993905936e-01,3.5946342088235008e+00,-8.5316612757520649e-01,-2.8184741188443269e-01,-1.3352105879339526e+00,8.9755512113116875e-01,-2.7817540254230808e+00,-2.2608353198913704e+00,5.2603233908814611e+00
2.5593031833106035e+00,-6.3197462030132034e-01,4.9646722871825533e-01,-9.1607827815621456e-01,2.9813162357768491e-01,5.3537257714844322e-01,-3.4928681877231935e+00,1.2633181597604256e+01,-3.4928681877231935e+00,5.3537257714844322e-01,2.9813162357768491e-01,-9.1607827815621456e-01,4.9646722871825533e-01,-6.3197462030132034e-01,2.5593031833106035e+00,2.8211297006111979e-01,1.8743548842948059e+00,-5.0436819194803029e+00,2.2097833941371401e+00,5.6753613648284351e-03,3.3408643874663285e-01,-8.0894883556606700e-01,7.6572865993905936e-01,3.5946342088235008e+00,-8.5316612757520649e-01,-2.8184741188443269e-01,-1.3352105879339526e+00,8.9755512113116875e-01,-2.7817540254230808e+00,-2.2608353198913704e+00
2.8211297006111979e-01,2.5593031833106035e+00,-6.3197462030132034e-01,4.9646722871825533e-01,-9.1607827815621456e-01,2.9813162357768491e-01,5.3537257714844322e-01,-3.4928681877231935e+00,1.2633181597604256e+01,-3.4928681877231935e+00,5.3537257714844322e-01,2.9813162357768491e-01,-9.1607827815621456e-01,4.9646722871825533e-01,-6.3197462030132034e-01,2.5593031833106035e+00,2.8211297006111979e-01,1.8743548842948059e+00,-5.0436819194803029e+00,2.2097833941371401e+00,5.6753613648284351e-03,3.3408643874663285e-01,-8.0894883556606700e-01,7.6572865993905936e-01,3.5946342088235008e+00,-8.5316612757520649e-01,-2.8184741188443269e-01,-1.3352105879339526e+00,8.9755512113116875e-01,-2.7817540254230808e+00
1.8743548842948059e+00,2.8211297006111979e-01,2.5593031833106035e+00,-6.3197462030132034e-01,4.9646722871825533e-01,-9.1607827815621456e-01,2.9813162357768491e-01,5.3537257714844322e-01,-3.4928681877231935e+00,1.2633181597604256e+01,-3.4928681877231935e+00,5.3537257714844322e-01,2.9813162357768491e-01,-9.1607827815621456e-01,4.9646722871825533e-01,-6.3197462030132034e-01,2.5593031833106035e+00,2.8211297006111979e-01,1.8743548842948059e+00,-5.0436819194803029e+00,2.2097833941371401e+00,5.6753613648284351e-03,3.3408643874663285e-01,-8.0894883556606700e-01,7.6572865993905936e-01,3.5946342088235008e+00,-8.5316612757520649e-01,-2.8184741188443269e-01,-1.3352105879339526e+00,8.9755512113116875e-01
-5.0436819194803029e+00,1.8743548842948059e+00,2.8211297006111979e-01,2.5593031833106035e+00,-6.3197462030132034e-01,4.9646722871825533e-01,-9.1607827815621456e-01,2.9813162357768491e-01,5.3537257714844322e-01,-3.4928681877231935e+00,1.2633181597604256e+01,-3.4928681877231935e+00,5.3537257714844322e-01,2.9813162357768491e-01,-9.1607827815621456e-01,4.9646722871825533e-01,-6.3197462030132034e-01,2.5593031833106035e+00,2.8211297006111979e-01,1.8743548842948059e+00,-5.0436819194803029e+00,2.2097833941371401e+00,5.6753613648284351e-03,3.3408643874663285e-01,-8.0894883556606700e-01,7.6572865993905936e-01,3.5946342088235008e+00,-8.5316612757520649e-01,-2.8184741188443269e-01,-1.3352105879339526e+00
2.2097833941371401e+00,-5.0436819194803029e+00,1.8743548842948059e+00,2.8211297006111979e-01,2.5593031833106035e+00,-6.3197462030132034e-01,4.9646722871825533e-01,-9.1607827815621456e-01,2.9813162357768491e-01,5.3537257714844322e-01,-3.4928681877231935e+00,1.2633181597604256e+01,-3.4928681877231935e+00,5.3537257714844322e-01,2.9813162357768491e-01,-9.1607827815621456e-01,4.9646722871825533e-01,-6.3197462030132034e-01,2.5593031833106035e+00,2.8211297006111979e-01,1.8743548842948059e+00,-5.0436819194803029e+00,2.2097833941371401e+00,5.6753613648284351e-03,3.3408643874663285e-01,-8.0894883556606700e-01,7.6572865993905936e-01,3.5946342088235008e+00,-8.5316612757520649e-01,-2.8184741188443269e-01
5.6753613648284351e-03,2.2097833941371401e+00,-5.0436819194803029e+00,1.8743548842948059e+00,2.8211297006111979e-01,2.5593031833106035e+00,-6.3197462030132034e-01,4.9646722871825533e-01,-9.1607827815621456e-01,2.9813162357768491e-01,5.3537257714844322e-01,-3.4928681877231935e+00,1.2633181597604256e+01,-3.4928681877231935e+00,5.3537257714844322e-01,2.9813162357768491e-01,-9.1607827815621456e-01,4.9646722871825533e-01,-6.3197462030132034e-01,2.5593031833106035e+00,2.8211297006111979e-01,1.8743548842948059e+00,-5.0436819194803029e+00,2.2097833941371401e+00,5.6753613648284351e-03,3.3408643874663285e-01,-8.0894883556606700e-01,7.6572865993905936e-01,3.5946342088235008e+00,-8.5316612757520649e-01
3.3408643874663285e-01,5.6753613648284351e-03,2.2097833941371401e+00,-5.0436819194803029e+00,1.8743548842948059e+00,2.8211297006111979e-01,2.5593031833106035e+00,-6.3197462030132034e-01,4.9646722871825533e-01,-9.1607827815621456e-01,2.9813162357768491e-01,5.3537257714844322e-01,-3.4928681877231935e+00,1.2633181597604256e+01,-3.4928681877231935e+00,5.3537257714844322e-01,2.9813162357768491e-01,-9.1607827815621456e-01,4.9646722871825533e-01,-6.3197462030132034e-01,2.5593031833106035e+00,2.8211297006111979e-01,1.8743548842948059e+00,-5.0436819194803029e+00,2.2097833941371401e+00,5.6753613648284351e-03,3.3408643874663285e-01,-8.0894883556606700e-01,7.6572865993905936e-01,3.5946342088235008e+00
