-5.5701904025388549e-02,1.9000430252779293e-01,-2.4416294167981953e-01,-1.3186318718583812e-01,-8.8812001818700470e-02,2.8395227491803780e-03,2.6701313095651930e-01,4.2682629664893744e-02,6.5659649509383827e-02,-2.5503934411342416e-01,-9.1148646083447915e-02,2.1872352041789425e-03,-3.5027802159425879e-02,-4.9630630462491714e-03,5.0943652964909908e-02,-5.1883742057592080e-02,6.0481643874184705e-03,2.0707243344402443e-01,6.3466553965795008e-02,-3.2302977055609160e-02,1.3756682730957062e-01,9.6933215087130473e-02,-1.6655990314412658e-02,9.7980466770084176e-03,-9.0323716096165588e-02,-1.3366342415686172e-01,1.3337113022429956e-01,9.3809404270524810e-02,2.6913128866725555e-01,3.0696828143901678e-02,-4.1156824931968294e-01,-9.6141933476357244e-02,3.0383368504176173e-01,-7.8193674667326896e-03,3.4766357728624686e-01,-8.9225319297832548e-02,8.5888475699852029e-02,-1.0152342834072137e-01,1.4919737637144881e-01,-1.2501350402434880e-02,-6.5317686306231262e-02,-1.8545606674351466e-02,7.1200230783283831e-04,8.7860106296108714e-02,-5.1990445668641833e-02,-2.9177024004342293e-02,-7.8656870887290051e-02,1.0355873509484640e-02,-1.7207088950366253e-01,-1.5549117334733958e-01
1.9000430252779296e-01,9.6580319232027745e-01,4.3944232041370476e-02,2.3732620747205207e-02,1.5984306173282649e-02,-5.1105481330726479e-04,-4.8056789061105637e-02,-7.6819822419636240e-03,-1.1817366116022266e-02,4.5901757409591216e-02,1.6404853358132878e-02,-3.9365667320446590e-04,6.3042731030474473e-03,8.9324773300907012e-04,-9.1687939681719625e-03,9.3379903783403842e-03,-1.0885433204421370e-03,-3.7268714908293366e-02,-1.1422654704072039e-02,5.8138614713294217e-03,-2.4759156892917480e-02,-1.7445955012660313e-02,2.9977305246231176e-03,-1.7634438451812932e-03,1.6256383182726174e-02,2.4056625817916778e-02,-2.4004019012361329e-02,-1.6883734282381456e-02,-4.8438013227641422e-02,-5.5247881992616897e-03,7.4073692447077885e-02,1.7303540842538271e-02,-5.4683720082994859e-02,1.4073228967950505e-03,-6.2572185637549224e-02,1.6058694690576775e-02,-1.5458132507197997e-02,1.8272097567084838e-02,-2.6852412909688192e-02,2.2499820780971704e-03,1.1755819878720406e-02,3.3378220193398364e-03,-1.2814555072991889e-04,-1.5812984852216785e-02,9.3571948006469056e-03,5.2512551835356058e-03,1.4156594617261195e-02,-1.8638410291134196e-03,3.0969167736476934e-02,2.7985164967912105e-02
-2.4416294167981956e-01,4.3944232041370476e-02,9.4352994736257545e-01,-3.0497343577583089e-02,-2.0540457053117051e-02,6.5672537367136938e-04,6.1754848857329306e-02,9.8716468899729855e-03,1.5185776508262821e-02,-5.8985549107551723e-02,-2.1080876593107097e-02,5.0586418340413288e-04,-8.1012368957690921e-03,-1.1478581865714448e-03,1.1782257965435222e-02,-1.1999681953622774e-02,1.3988206357916197e-03,4.7891752679149996e-02,1.4678556944420230e-02,-7.4710388158242529e-03,3.1816482574665059e-02,2.2418732837283264e-02,-3.8522006792362246e-03,2.2660941410190191e-03,-2.0890086625212988e-02,-3.0913702734358200e-02,3.0846100936788811e-02,2.1696257264088376e-02,6.2244736784615576e-02,7.0995683831547403e-03,-9.5187584745978174e-02,-2.2235725072452243e-02,7.0270713767162304e-02,-1.8084648284455666e-03,8.0407699769667079e-02,-2.0636049200074235e-02,1.9864303363771565e-02,-2.3480358251295491e-02,3.4506398223648628e-02,-2.8913147523842012e-03,-1.5106687192131422e-02,-4.2892315184624805e-03,1.6467203222843242e-04,2.0320302471523853e-02,-1.2024360385538474e-02,-6.7480677861802918e-03,-1.8191776396292866e-02,2.3951084393223545e-03,-3.9796588789392816e-02,-3.5962028812273665e-02
-1.3186318718583812e-01,2.3732620747205207e-02,-3.0497343577583089e-02,9.8352953606647164e-01,-1.1093125413067985e-02,3.5467258168799632e-04,3.3351462504844991e-02,5.3313038118290032e-03,8.2012646001670807e-03,-3.1855868256322722e-02,-1.1384985604751126e-02,2.7319814812152378e-04,-4.3751722103039809e-03,-6.1991487273753345e-04,6.3631527244841848e-03,-6.4805752123352003e-03,7.5545021725157563e-04,2.5864527617257889e-02,7.9273344622389358e-03,-4.0348260185018919e-03,1.7182881105846270e-02,1.2107511255612931e-02,-2.0804281589531775e-03,1.2238318962005670e-03,-1.1281947145775680e-02,-1.6695323795752542e-02,1.6658814616981748e-02,1.1717329473357367e-02,3.3616032480171310e-02,3.8342088615324369e-03,-5.1407221008937291e-02,-1.2008675670718890e-02,3.7950559652548753e-02,-9.7668358085657974e-04,4.3425163102000022e-02,-1.1144751122854202e-02,1.0727960331540266e-02,-1.2680855063342406e-02,1.8635602998430478e-02,-1.5614899451316887e-03,-8.1585514462966194e-03,-2.3164520164738901e-03,8.8933147924162906e-05,1.0974228234803676e-02,-6.4939031017551274e-03,-3.6443766589226070e-03,-9.8246916574790937e-03,1.2935076481790596e-03,-2.1492635208233420e-02,-1.9421734126523614e-02
-8.8812001818700484e-02,1.5984306173282649e-02,-2.0540457053117051e-02,-1.1093125413067985e-02,9.9252859956303041e-01,2.3887775384592310e-04,2.2462752583571170e-02,3.5907198509081205e-03,5.5236851325242984e-03,-2.1455445525744625e-02,-7.6679730242682070e-03,1.8400339735182898e-04,-2.9467496622163887e-03,-4.1752275202793063e-04,4.2856868804719119e-03,-4.3647728363565017e-03,5.0880801154858080e-04,1.7420180133719980e-02,5.3391887281291524e-03,-2.7175209650310591e-03,1.1572949968759952e-02,8.1546058047117839e-03,-1.4012022110176097e-03,8.2427069230449801e-04,-7.5985749458414610e-03,-1.1244572188464532e-02,1.1219982662603753e-02,7.8918120265933488e-03,2.2640944766175855e-02,2.5824020460220448e-03,-3.4623599680672752e-02,-8.0880384303543672e-03,2.5560319334104818e-02,-6.5781228112651976e-04,2.9247553822257313e-02,-7.5061711923962438e-03,7.2254558137817160e-03,-8.5407621868038401e-03,1.2551381797382636e-02,-1.0516888815335107e-03,-5.4949171285029819e-03,-1.5601681188706048e-03,5.9897921957947194e-05,7.3913212531002224e-03,-4.3737493867089050e-03,-2.4545469692319488e-03,-6.6170896667505632e-03,8.7119844479930351e-04,-1.4475639471023604e-02,-1.3080853901523031e-02
2.8395227491803780e-03,-5.1105481330726468e-04,6.5672537367136949e-04,3.5467258168799627e-04,2.3887775384592310e-04,9.9999236253206292e-01,-7.1818555672765203e-04,-1.1480352310266587e-04,-1.7660484249787037e-04,6.8597964708103293e-04,2.4516262888611500e-04,-5.8830093006301295e-06,9.4214323860012094e-05,1.3349156965337890e-05,-1.3702320794216667e-04,1.3955176676615756e-04,-1.6267755417863051e-05,-5.5696298666361652e-04,-1.7070607063490254e-04,8.6885358325022112e-05,-3.7001366975719711e-04,-2.6072139146628105e-04,4.4799638257321346e-05,-2.6353818564513572e-05,2.4294381365386273e-04,3.5951468135045383e-04,-3.5872849798960832e-04,-2.5231927355395589e-04,-7.2388276820662539e-04,-8.2565297561680895e-05,1.1069956417881731e-03,2.5859308031496897e-04,-8.1722184771454215e-04,2.1031762584994306e-05,-9.3511116443149606e-04,2.3998945439335451e-04,-2.3101434193898243e-04,2.7306769387178207e-04,-4.0129637230868116e-04,3.3624898020772567e-05,1.7568506363697053e-04,4.9882141775417328e-05,-1.9150735097202724e-06,-2.3631743925244176e-04,1.3983876760402682e-04,7.8477478441413780e-05,2.1156348530980068e-04,-2.7854206102775862e-05,4.6281928956869872e-04,4.1822480601105588e-04
2.6701313095651930e-01,-4.8056789061105637e-02,6.1754848857329306e-02,3.3351462504844984e-02,2.2462752583571170e-02,-7.1818555672765203e-04,9.3246577293140065e-01,-1.0795493065632289e-02,-1.6606949865448604e-02,6.4505760129030518e-02,2.3053747729722580e-02,-5.5320589816052477e-04,8.8593977991811065e-03,1.2552814369857588e-03,-1.2884910246591573e-02,1.3122682037149131e-02,-1.5297304129760162e-03,-5.2373741657422195e-02,-1.6052261742458957e-02,8.1702221147337967e-03,-3.4794054207559606e-02,-2.4516808348461570e-02,4.2127120412258244e-03,-2.4781684209439674e-03,2.2845102526105634e-02,3.3806786975004444e-02,-3.3732858607730100e-02,-2.3726719305828130e-02,-6.8069961559601877e-02,-7.7639873167646284e-03,1.0409579298295842e-01,2.4316673651768064e-02,-7.6847056184817408e-02,1.9777114935861963e-03,-8.7932720341586237e-02,2.2567290800051886e-02,-2.1723320496302611e-02,2.5677786848098662e-02,-3.7735707820112735e-02,3.1619008163296857e-03,1.6520458910760046e-02,4.6906427702034514e-03,-1.8008299950754051e-04,-2.2221994654783153e-02,1.3149670020368752e-02,7.3795912479528861e-03,1.9894268719963321e-02,-2.6192566282334487e-03,4.3520985211504618e-02,3.9327564791980858e-02
4.2682629664893744e-02,-7.6819822419636240e-03,9.8716468899729872e-03,5.3313038118290032e-03,3.5907198509081205e-03,-1.1480352310266587e-04,-1.0795493065632291e-02,9.9827431695617497e-01,-2.6546570516257722e-03,1.0311386039243982e-02,3.6851917102753593e-03,-8.8431165894480506e-05,1.4161940049981999e-03,2.0065946760050395e-04,-2.0596809241198674e-03,2.0976892619299641e-03,-2.4453073326499675e-04,-8.3720565026915959e-03,-2.5659889488689178e-03,1.3060277730681893e-03,-5.5619052327555395e-03,-3.9190651319427590e-03,6.7341118130164487e-04,-3.9614061143536183e-04,3.6518393207301851e-03,5.4040884185918257e-03,-5.3922708083087752e-03,-3.7927676802473774e-03,-1.0881131389096963e-02,-1.2410902571617730e-03,1.6639938888580636e-02,3.8870731654373522e-03,-1.2284169052749577e-02,3.1614148323847623e-04,-1.4056236576536641e-02,3.6074305121549695e-03,-3.4725200236930213e-03,4.1046500699246421e-03,-6.0321349600248242e-03,5.0543672177119235e-04,2.6408312844243232e-03,7.4980944769906255e-04,-2.8786659103200656e-05,-3.5522341724078406e-03,2.1020033497392001e-03,1.1796437096045134e-03,3.1801421195512256e-03,-4.1869386819935717e-04,6.9569241324557224e-03,6.2865967588372233e-03
6.5659649509383827e-02,-1.1817366116022266e-02,1.5185776508262821e-02,8.2012646001670807e-03,5.5236851325242984e-03,-1.7660484249787040e-04,-1.6606949865448604e-02,-2.6546570516257726e-03,9.9591628133163668e-01,1.5862237135065207e-02,5.6690133192656752e-03,-1.3603565206558651e-04,2.1785631001539152e-03,3.0867897355033898e-04,-3.1684535053402960e-03,3.2269225865248097e-03,-3.7616712856045357e-04,-1.2878922876947731e-02,-3.9473185309915650e-03,2.0090919069991153e-03,-8.5560039541684053e-03,-6.0287860656218365e-03,1.0359235709493677e-03,-6.0939201514737819e-04,5.6177065880490236e-03,8.3132307982960573e-03,-8.2950515025189322e-03,-5.8344998541734411e-03,-1.6738689225169603e-02,-1.9091970652824566e-03,2.5597592366254932e-02,5.9795721037747603e-03,-1.8897013629433430e-02,4.8632755638034717e-04,-2.1623024970166740e-02,5.5493915186854261e-03,-5.3418556789984655e-03,6.3142755511052867e-03,-9.2793689230983561e-03,7.7752468067740499e-04,4.0624501796180197e-03,1.1534487429962260e-03,-4.4283165355598615e-05,-5.4644817474166184e-03,3.2335590448623365e-03,1.8146724587189166e-03,4.8920841709878347e-03,-6.4408619744226760e-04,1.0701992913433912e-02,9.6708132332246274e-03
-2.5503934411342416e-01,4.5901757409591216e-02,-5.8985549107551723e-02,-3.1855868256322716e-02,-2.1455445525744625e-02,6.8597964708103293e-04,6.4505760129030518e-02,1.0311386039243982e-02,1.5862237135065207e-02,9.3838689994041979e-01,-2.2019938417568802e-02,5.2839824364110807e-04,-8.4621119412700407e-03,-1.1989903014123207e-03,1.2307106569924363e-02,-1.2534215855880600e-02,1.4611320417020680e-03,5.0025123008838109e-02,1.5332423134652535e-02,-7.8038412640538549e-03,3.3233769187133930e-02,2.3417390367833128e-02,-4.0237995490488305e-03,2.3670388284502387e-03,-2.1820649582251023e-02,-3.2290774411732621e-02,3.2220161246629159e-02,2.2662731634374628e-02,6.5017470443481162e-02,7.4158234311519303e-03,-9.9427779720929477e-02,-2.3226230399047313e-02,7.3400969968083013e-02,-1.8890241103983012e-03,8.3989514829063694e-02,-2.1555295889172519e-02,2.0749172115602472e-02,-2.4526306599842135e-02,3.6043508937635582e-02,-3.0201103124016023e-03,-1.5779624732160175e-02,-4.4802982209061083e-03,1.7200745864389802e-04,2.1225484010263196e-02,-1.2559993605141918e-02,-7.0486650037055679e-03,-1.9002141309604294e-02,2.5018001554319726e-03,-4.1569354599716807e-02,-3.7563981569724000e-02
